STATION,YEAR,MONTH,PRECIPITATION
FORES,1933,APR,26.0
FORES,1933,AUG,229.0
FORES,1933,DEC,20.0
FORES,1933,FEB,42.0
FORES,1933,JAN,131.0
FORES,1933,JUL,414.0
FORES,1933,JUN,53.0
FORES,1933,MAR,0.0
FORES,1933,MAY,0.0
FORES,1933,NOV,176.0
FORES,1933,OCT,62.0
FORES,1933,SEP,163.0
FORES,1934,APR,1.0
FORES,1934,AUG,607.0
FORES,1934,DEC,280.0
FORES,1934,FEB,98.0
FORES,1934,JAN,84.0
FORES,1934,JUL,185.0
FORES,1934,JUN,52.0
FORES,1934,MAR,51.0
FORES,1934,MAY,7.0
FORES,1934,NOV,84.0
FORES,1934,OCT,0.0
FORES,1934,SEP,90.0
FORES,1935,APR,0.0
FORES,1935,AUG,804.0
FORES,1935,DEC,175.0
FORES,1935,FEB,168.0
FORES,1935,JAN,236.0
FORES,1935,JUL,169.0
FORES,1935,JUN,0.0
FORES,1935,MAR,216.0
FORES,1935,MAY,18.0
FORES,1935,NOV,265.0
FORES,1935,OCT,0.0
FORES,1935,SEP,261.0
FORES,1936,APR,0.0
FORES,1936,AUG,230.0
FORES,1936,DEC,172.0
FORES,1936,FEB,161.0
FORES,1936,JAN,73.0
FORES,1936,JUL,346.0
FORES,1936,JUN,19.0
FORES,1936,MAR,123.0
FORES,1936,MAY,0.0
FORES,1936,NOV,143.0
FORES,1936,OCT,24.0
FORES,1936,SEP,247.0
FORES,1937,APR,6.0
FORES,1937,AUG,435.0
FORES,1937,DEC,136.0
FORES,1937,FEB,204.0
FORES,1937,JAN,223.0
FORES,1937,JUL,367.0
FORES,1937,JUN,22.0
FORES,1937,MAR,110.0
FORES,1937,MAY,7.0
FORES,1937,NOV,0.0
FORES,1937,OCT,48.0
FORES,1937,SEP,149.0
FORES,1938,APR,13.0
FORES,1938,AUG,409.0
FORES,1938,DEC,69.0
FORES,1938,FEB,155.0
FORES,1938,JAN,88.0
FORES,1938,JUL,442.0
FORES,1938,JUN,261.0
FORES,1938,MAR,147.0
FORES,1938,MAY,0.0
FORES,1938,NOV,18.0
FORES,1938,OCT,0.0
FORES,1938,SEP,155.0
FORES,1939,APR,51.0
FORES,1939,AUG,389.0
FORES,1939,DEC,74.0
FORES,1939,FEB,179.0
FORES,1939,JAN,124.0
FORES,1939,JUL,189.0
FORES,1939,JUN,1.0
FORES,1939,MAR,27.0
FORES,1939,MAY,0.0
FORES,1939,NOV,160.0
FORES,1939,OCT,109.0
FORES,1939,SEP,208.0
FORES,1940,APR,41.0
FORES,1940,AUG,258.0
FORES,1940,DEC,243.0
FORES,1940,FEB,275.0
FORES,1940,JAN,20.0
FORES,1940,JUL,203.0
FORES,1940,JUN,257.0
FORES,1940,MAR,12.0
FORES,1940,MAY,20.0
FORES,1940,NOV,113.0
FORES,1940,OCT,72.0
FORES,1940,SEP,470.0
FORES,1941,APR,177.0
FORES,1941,AUG,207.0
FORES,1941,DEC,217.0
FORES,1941,FEB,176.0
FORES,1941,JAN,182.0
FORES,1941,JUL,372.0
FORES,1941,JUN,0.0
FORES,1941,MAR,133.0
FORES,1941,MAY,75.0
FORES,1941,NOV,27.0
FORES,1941,OCT,146.0
FORES,1941,SEP,275.0
FORES,1942,APR,128.0
FORES,1942,AUG,317.0
FORES,1942,DEC,16.0
FORES,1942,FEB,151.0
FORES,1942,JAN,117.0
FORES,1942,JUL,235.0
FORES,1942,JUN,0.0
FORES,1942,MAR,24.0
FORES,1942,MAY,0.0
FORES,1942,NOV,0.0
FORES,1942,OCT,116.0
FORES,1942,SEP,329.0
FORES,1943,APR,0.0
FORES,1943,AUG,548.0
FORES,1943,DEC,84.0
FORES,1943,FEB,14.0
FORES,1943,JAN,191.0
FORES,1943,JUL,275.0
FORES,1943,JUN,9.0
FORES,1943,MAR,95.0
FORES,1943,MAY,3.0
FORES,1943,NOV,0.0
FORES,1943,OCT,116.0
FORES,1943,SEP,234.0
FORES,1944,APR,36.0
FORES,1944,AUG,310.0
FORES,1944,DEC,187.0
FORES,1944,FEB,188.0
FORES,1944,JAN,86.0
FORES,1944,JUL,278.0
FORES,1944,JUN,27.0
FORES,1944,MAR,182.0
FORES,1944,MAY,10.0
FORES,1944,NOV,290.0
FORES,1944,OCT,134.0
FORES,1944,SEP,154.0
FORES,1945,APR,46.0
FORES,1945,AUG,578.0
FORES,1945,DEC,56.0
FORES,1945,FEB,21.0
FORES,1945,JAN,88.0
FORES,1945,JUL,339.0
FORES,1945,JUN,0.0
FORES,1945,MAR,97.0
FORES,1945,MAY,0.0
FORES,1945,NOV,95.86868686868686
FORES,1945,OCT,150.0
FORES,1945,SEP,36.0
FORES,1946,APR,39.0
FORES,1946,AUG,431.0
FORES,1946,DEC,71.0
FORES,1946,FEB,11.0
FORES,1946,JAN,376.0
FORES,1946,JUL,468.0
FORES,1946,JUN,0.0
FORES,1946,MAR,51.0
FORES,1946,MAY,0.0
FORES,1946,NOV,139.0
FORES,1946,OCT,51.0
FORES,1946,SEP,333.0
FORES,1947,APR,17.0
FORES,1947,AUG,281.0
FORES,1947,DEC,132.0
FORES,1947,FEB,21.0
FORES,1947,JAN,28.0
FORES,1947,JUL,175.0
FORES,1947,JUN,0.0
FORES,1947,MAR,31.0
FORES,1947,MAY,19.0
FORES,1947,NOV,136.0
FORES,1947,OCT,47.0
FORES,1947,SEP,111.0
FORES,1948,APR,0.0
FORES,1948,AUG,185.0
FORES,1948,DEC,150.0
FORES,1948,FEB,261.0
FORES,1948,JAN,0.0
FORES,1948,JUL,280.0
FORES,1948,JUN,13.0
FORES,1948,MAR,42.0
FORES,1948,MAY,0.0
FORES,1948,NOV,0.0
FORES,1948,OCT,108.0
FORES,1948,SEP,189.0
FORES,1949,APR,11.0
FORES,1949,AUG,204.0
FORES,1949,DEC,168.0
FORES,1949,FEB,103.0
FORES,1949,JAN,257.0
FORES,1949,JUL,419.0
FORES,1949,JUN,8.0
FORES,1949,MAR,18.0
FORES,1949,MAY,0.0
FORES,1949,NOV,0.0
FORES,1949,OCT,72.0
FORES,1949,SEP,144.0
FORES,1950,APR,0.0
FORES,1950,AUG,181.0
FORES,1950,DEC,0.0
FORES,1950,FEB,151.0
FORES,1950,JAN,48.0
FORES,1950,JUL,765.0
FORES,1950,JUN,56.0
FORES,1950,MAR,20.0
FORES,1950,MAY,0.0
FORES,1950,NOV,0.0
FORES,1950,OCT,0.0
FORES,1950,SEP,39.0
FORES,1951,APR,255.0
FORES,1951,AUG,424.0
FORES,1951,DEC,196.0
FORES,1951,FEB,40.0
FORES,1951,JAN,270.0
FORES,1951,JUL,263.0
FORES,1951,JUN,0.0
FORES,1951,MAR,15.0
FORES,1951,MAY,0.0
FORES,1951,NOV,107.0
FORES,1951,OCT,275.0
FORES,1951,SEP,114.0
FORES,1952,APR,203.0
FORES,1952,AUG,370.0
FORES,1952,DEC,66.0
FORES,1952,FEB,18.0
FORES,1952,JAN,109.0
FORES,1952,JUL,110.0
FORES,1952,JUN,78.0
FORES,1952,MAR,314.0
FORES,1952,MAY,0.0
FORES,1952,NOV,290.0
FORES,1952,OCT,0.0
FORES,1952,SEP,100.0
FORES,1953,APR,36.0
FORES,1953,AUG,115.0
FORES,1953,DEC,8.0
FORES,1953,FEB,176.0
FORES,1953,JAN,124.31
FORES,1953,JUL,526.0
FORES,1953,JUN,38.0
FORES,1953,MAR,81.0
FORES,1953,MAY,17.0
FORES,1953,NOV,14.0
FORES,1953,OCT,12.0
FORES,1953,SEP,0.0
FORES,1954,APR,0.0
FORES,1954,AUG,463.0
FORES,1954,DEC,19.0
FORES,1954,FEB,70.0
FORES,1954,JAN,117.0
FORES,1954,JUL,588.0
FORES,1954,JUN,64.0
FORES,1954,MAR,312.0
FORES,1954,MAY,82.0
FORES,1954,NOV,0.0
FORES,1954,OCT,30.0
FORES,1954,SEP,124.0
FORES,1955,APR,44.61
FORES,1955,AUG,1185.0
FORES,1955,DEC,20.0
FORES,1955,FEB,65.0
FORES,1955,JAN,278.0
FORES,1955,JUL,373.0
FORES,1955,JUN,63.227722772277225
FORES,1955,MAR,2.0
FORES,1955,MAY,18.908163265306122
FORES,1955,NOV,0.0
FORES,1955,OCT,32.0
FORES,1955,SEP,33.0
FORES,1956,APR,23.0
FORES,1956,AUG,129.0
FORES,1956,DEC,75.0
FORES,1956,FEB,47.0
FORES,1956,JAN,220.0
FORES,1956,JUL,265.0
FORES,1956,JUN,15.0
FORES,1956,MAR,0.0
FORES,1956,MAY,0.0
FORES,1956,NOV,4.0
FORES,1956,OCT,103.7128712871287
FORES,1956,SEP,33.0
FORES,1957,APR,44.0
FORES,1957,AUG,422.0
FORES,1957,DEC,52.0
FORES,1957,FEB,58.0
FORES,1957,JAN,250.0
FORES,1957,JUL,392.0
FORES,1957,JUN,50.0
FORES,1957,MAR,81.0
FORES,1957,MAY,18.908163265306122
FORES,1957,NOV,47.0
FORES,1957,OCT,232.0
FORES,1957,SEP,0.0
FORES,1958,APR,78.0
FORES,1958,AUG,746.0
FORES,1958,DEC,0.0
FORES,1958,FEB,148.0
FORES,1958,JAN,0.0
FORES,1958,JUL,683.0
FORES,1958,JUN,55.0
FORES,1958,MAR,350.0
FORES,1958,MAY,18.908163265306122
FORES,1958,NOV,207.0
FORES,1958,OCT,60.0
FORES,1958,SEP,197.0
FORES,1959,APR,44.61
FORES,1959,AUG,418.0
FORES,1959,DEC,287.0
FORES,1959,FEB,129.0
FORES,1959,JAN,124.31
FORES,1959,JUL,501.0
FORES,1959,JUN,223.0
FORES,1959,MAR,0.0
FORES,1959,MAY,0.0
FORES,1959,NOV,100.0
FORES,1959,OCT,200.0
FORES,1959,SEP,11.0
FORES,1960,APR,0.0
FORES,1960,AUG,130.0
FORES,1960,DEC,168.0
FORES,1960,FEB,92.0
FORES,1960,JAN,325.0
FORES,1960,JUL,269.0
FORES,1960,JUN,32.0
FORES,1960,MAR,14.0
FORES,1960,MAY,0.0
FORES,1960,NOV,6.0
FORES,1960,OCT,175.0
FORES,1960,SEP,171.0
FORES,1961,APR,0.0
FORES,1961,AUG,714.0
FORES,1961,DEC,257.0
FORES,1961,FEB,10.0
FORES,1961,JAN,96.0
FORES,1961,JUL,213.0
FORES,1961,JUN,71.0
FORES,1961,MAR,45.0
FORES,1961,MAY,0.0
FORES,1961,NOV,56.0
FORES,1961,OCT,333.0
FORES,1961,SEP,350.0
FORES,1962,APR,1.0
FORES,1962,AUG,88.0
FORES,1962,DEC,257.0
FORES,1962,FEB,84.0
FORES,1962,JAN,259.0
FORES,1962,JUL,351.0
FORES,1962,JUN,43.0
FORES,1962,MAR,79.0
FORES,1962,MAY,0.0
FORES,1962,NOV,35.0
FORES,1962,OCT,13.0
FORES,1962,SEP,174.0
FORES,1963,APR,75.0
FORES,1963,AUG,362.0
FORES,1963,DEC,100.0
FORES,1963,FEB,90.0
FORES,1963,JAN,83.0
FORES,1963,JUL,354.0
FORES,1963,JUN,0.0
FORES,1963,MAR,70.0
FORES,1963,MAY,4.0
FORES,1963,NOV,361.0
FORES,1963,OCT,64.0
FORES,1963,SEP,190.0
FORES,1964,APR,46.0
FORES,1964,AUG,528.0
FORES,1964,DEC,91.0
FORES,1964,FEB,25.0
FORES,1964,JAN,5.0
FORES,1964,JUL,457.0
FORES,1964,JUN,34.0
FORES,1964,MAR,123.0
FORES,1964,MAY,6.0
FORES,1964,NOV,119.0
FORES,1964,OCT,116.0
FORES,1964,SEP,632.0
FORES,1965,APR,84.0
FORES,1965,AUG,282.0
FORES,1965,DEC,725.0
FORES,1965,FEB,163.0
FORES,1965,JAN,100.0
FORES,1965,JUL,391.0
FORES,1965,JUN,50.0
FORES,1965,MAR,23.0
FORES,1965,MAY,25.0
FORES,1965,NOV,108.0
FORES,1965,OCT,2.0
FORES,1965,SEP,137.0
FORES,1966,APR,4.0
FORES,1966,AUG,490.0
FORES,1966,DEC,33.0
FORES,1966,FEB,244.0
FORES,1966,JAN,313.0
FORES,1966,JUL,467.0
FORES,1966,JUN,17.0
FORES,1966,MAR,10.0
FORES,1966,MAY,3.0
FORES,1966,NOV,75.0
FORES,1966,OCT,31.0
FORES,1966,SEP,386.0
FORES,1967,APR,75.0
FORES,1967,AUG,304.0
FORES,1967,DEC,719.0
FORES,1967,FEB,26.0
FORES,1967,JAN,10.0
FORES,1967,JUL,411.0
FORES,1967,JUN,129.0
FORES,1967,MAR,72.0
FORES,1967,MAY,44.0
FORES,1967,NOV,124.0
FORES,1967,OCT,138.0
FORES,1967,SEP,187.0
FORES,1968,APR,28.0
FORES,1968,AUG,260.0
FORES,1968,DEC,138.0
FORES,1968,FEB,154.0
FORES,1968,JAN,52.0
FORES,1968,JUL,559.0
FORES,1968,JUN,0.0
FORES,1968,MAR,152.0
FORES,1968,MAY,3.0
FORES,1968,NOV,116.0
FORES,1968,OCT,5.0
FORES,1968,SEP,17.0
FORES,1969,APR,7.0
FORES,1969,AUG,371.0
FORES,1969,DEC,75.0
FORES,1969,FEB,178.0
FORES,1969,JAN,43.0
FORES,1969,JUL,388.0
FORES,1969,JUN,5.0
FORES,1969,MAR,60.0
FORES,1969,MAY,20.0
FORES,1969,NOV,107.0
FORES,1969,OCT,1.0
FORES,1969,SEP,88.0
FORES,1970,APR,21.0
FORES,1970,AUG,316.0
FORES,1970,DEC,61.0
FORES,1970,FEB,48.0
FORES,1970,JAN,0.0
FORES,1970,JUL,280.0
FORES,1970,JUN,54.0
FORES,1970,MAR,199.0
FORES,1970,MAY,4.0
FORES,1970,NOV,0.0
FORES,1970,OCT,44.0
FORES,1970,SEP,268.0
FORES,1971,APR,78.0
FORES,1971,AUG,406.0
FORES,1971,DEC,399.0
FORES,1971,FEB,150.0
FORES,1971,JAN,0.0
FORES,1971,JUL,320.0
FORES,1971,JUN,7.0
FORES,1971,MAR,5.0
FORES,1971,MAY,14.0
FORES,1971,NOV,137.0
FORES,1971,OCT,220.0
FORES,1971,SEP,325.0
FORES,1972,APR,0.0
FORES,1972,AUG,200.0
FORES,1972,DEC,84.0
FORES,1972,FEB,0.0
FORES,1972,JAN,0.0
FORES,1972,JUL,384.0
FORES,1972,JUN,168.0
FORES,1972,MAR,4.0
FORES,1972,MAY,12.0
FORES,1972,NOV,136.0
FORES,1972,OCT,500.0
FORES,1972,SEP,59.0
FORES,1973,APR,2.0
FORES,1973,AUG,98.0
FORES,1973,DEC,0.0
FORES,1973,FEB,220.0
FORES,1973,JAN,115.0
FORES,1973,JUL,356.0
FORES,1973,JUN,101.0
FORES,1973,MAR,395.0
FORES,1973,MAY,0.0
FORES,1973,NOV,86.0
FORES,1973,OCT,0.0
FORES,1973,SEP,13.0
FORES,1974,APR,0.0
FORES,1974,AUG,317.0
FORES,1974,DEC,21.0
FORES,1974,FEB,0.0
FORES,1974,JAN,219.0
FORES,1974,JUL,845.0
FORES,1974,JUN,0.0
FORES,1974,MAR,67.0
FORES,1974,MAY,1.0
FORES,1974,NOV,26.0
FORES,1974,OCT,293.0
FORES,1974,SEP,120.0
FORES,1975,APR,91.0
FORES,1975,AUG,232.0
FORES,1975,DEC,81.0
FORES,1975,FEB,12.0
FORES,1975,JAN,95.0
FORES,1975,JUL,465.0
FORES,1975,JUN,0.0
FORES,1975,MAR,175.0
FORES,1975,MAY,2.0
FORES,1975,NOV,129.0
FORES,1975,OCT,3.0
FORES,1975,SEP,222.0
FORES,1976,APR,111.0
FORES,1976,AUG,154.0
FORES,1976,DEC,38.0
FORES,1976,FEB,122.0
FORES,1976,JAN,19.0
FORES,1976,JUL,525.0
FORES,1976,JUN,2.0
FORES,1976,MAR,62.0
FORES,1976,MAY,21.0
FORES,1976,NOV,72.0
FORES,1976,OCT,42.0
FORES,1976,SEP,310.0
FORES,1977,APR,49.0
FORES,1977,AUG,195.0
FORES,1977,DEC,125.0
FORES,1977,FEB,22.0
FORES,1977,JAN,263.0
FORES,1977,JUL,260.0
FORES,1977,JUN,75.0
FORES,1977,MAR,101.0
FORES,1977,MAY,5.0
FORES,1977,NOV,27.0
FORES,1977,OCT,350.0
FORES,1977,SEP,170.0
FORES,1978,APR,5.0
FORES,1978,AUG,400.0
FORES,1978,DEC,507.0
FORES,1978,FEB,245.0
FORES,1978,JAN,218.0
FORES,1978,JUL,370.0
FORES,1978,JUN,5.0
FORES,1978,MAR,175.0
FORES,1978,MAY,40.0
FORES,1978,NOV,280.0
FORES,1978,OCT,370.0
FORES,1978,SEP,225.0
FORES,1979,APR,0.0
FORES,1979,AUG,320.0
FORES,1979,DEC,28.0
FORES,1979,FEB,50.0
FORES,1979,JAN,360.0
FORES,1979,JUL,138.0
FORES,1979,JUN,0.0
FORES,1979,MAR,126.0
FORES,1979,MAY,33.0
FORES,1979,NOV,39.0
FORES,1979,OCT,39.0
FORES,1979,SEP,0.0
FORES,1980,APR,22.0
FORES,1980,AUG,270.0
FORES,1980,DEC,29.0
FORES,1980,FEB,314.0
FORES,1980,JAN,88.0
FORES,1980,JUL,509.0
FORES,1980,JUN,1.0
FORES,1980,MAR,143.0
FORES,1980,MAY,0.0
FORES,1980,NOV,95.86868686868686
FORES,1980,OCT,11.0
FORES,1980,SEP,271.0
FORES,1981,APR,25.0
FORES,1981,AUG,242.0
FORES,1981,DEC,2.0
FORES,1981,FEB,190.0
FORES,1981,JAN,106.0
FORES,1981,JUL,467.0
FORES,1981,JUN,124.0
FORES,1981,MAR,174.0
FORES,1981,MAY,71.0
FORES,1981,NOV,102.0
FORES,1981,OCT,140.0
FORES,1981,SEP,195.0
FORES,1982,APR,2.0
FORES,1982,AUG,469.0
FORES,1982,DEC,364.0
FORES,1982,FEB,65.0
FORES,1982,JAN,143.0
FORES,1982,JUL,358.0
FORES,1982,JUN,14.0
FORES,1982,MAR,142.0
FORES,1982,MAY,14.0
FORES,1982,NOV,80.0
FORES,1982,OCT,2.0
FORES,1982,SEP,245.0
FORES,1983,APR,82.0
FORES,1983,AUG,537.0
FORES,1983,DEC,61.0
FORES,1983,FEB,169.0
FORES,1983,JAN,247.0
FORES,1983,JUL,246.0
FORES,1983,JUN,5.0
FORES,1983,MAR,271.0
FORES,1983,MAY,14.0
FORES,1983,NOV,184.0
FORES,1983,OCT,454.0
FORES,1983,SEP,780.0
FORES,1984,APR,108.0
FORES,1984,AUG,539.0
FORES,1984,DEC,498.0
FORES,1984,FEB,0.0
FORES,1984,JAN,152.0
FORES,1984,JUL,736.0
FORES,1984,JUN,159.0
FORES,1984,MAR,0.0
FORES,1984,MAY,82.0
FORES,1984,NOV,50.0
FORES,1984,OCT,110.0
FORES,1984,SEP,394.0
FORES,1985,APR,95.0
FORES,1985,AUG,234.0
FORES,1985,DEC,28.0
FORES,1985,FEB,139.0
FORES,1985,JAN,301.0
FORES,1985,JUL,628.0
FORES,1985,JUN,10.0
FORES,1985,MAR,29.0
FORES,1985,MAY,7.0
FORES,1985,NOV,130.0
FORES,1985,OCT,395.0
FORES,1985,SEP,197.0
FORES,1986,APR,0.0
FORES,1986,AUG,440.0
FORES,1986,DEC,179.0
FORES,1986,FEB,220.0
FORES,1986,JAN,2.0
FORES,1986,JUL,232.0
FORES,1986,JUN,72.0
FORES,1986,MAR,89.0
FORES,1986,MAY,42.0
FORES,1986,NOV,9.0
FORES,1986,OCT,51.0
FORES,1986,SEP,58.0
FORES,1987,APR,131.0
FORES,1987,AUG,454.0
FORES,1987,DEC,299.0
FORES,1987,FEB,234.0
FORES,1987,JAN,65.0
FORES,1987,JUL,144.0
FORES,1987,JUN,0.0
FORES,1987,MAR,23.0
FORES,1987,MAY,124.0
FORES,1987,NOV,69.0
FORES,1987,OCT,80.0
FORES,1987,SEP,172.0
FORES,1988,APR,194.0
FORES,1988,AUG,550.0
FORES,1988,DEC,52.0
FORES,1988,FEB,75.0
FORES,1988,JAN,152.0
FORES,1988,JUL,671.0
FORES,1988,JUN,35.0
FORES,1988,MAR,54.0
FORES,1988,MAY,0.0
FORES,1988,NOV,46.0
FORES,1988,OCT,452.0
FORES,1988,SEP,7.0
FORES,1989,APR,0.0
FORES,1989,AUG,177.0
FORES,1989,DEC,89.0
FORES,1989,FEB,57.0
FORES,1989,JAN,184.0
FORES,1989,JUL,166.0
FORES,1989,JUN,26.0
FORES,1989,MAR,138.0
FORES,1989,MAY,0.0
FORES,1989,NOV,5.0
FORES,1989,OCT,348.0
FORES,1989,SEP,50.0
FORES,1990,APR,7.0
FORES,1990,AUG,304.0
FORES,1990,DEC,164.0
FORES,1990,FEB,114.0
FORES,1990,JAN,91.0
FORES,1990,JUL,1007.0
FORES,1990,JUN,281.0
FORES,1990,MAR,56.0
FORES,1990,MAY,7.0
FORES,1990,NOV,59.0
FORES,1990,OCT,0.0
FORES,1990,SEP,359.0
FORES,1991,APR,0.0
FORES,1991,AUG,256.0
FORES,1991,DEC,261.0
FORES,1991,FEB,239.0
FORES,1991,JAN,112.0
FORES,1991,JUL,130.0
FORES,1991,JUN,55.0
FORES,1991,MAR,199.0
FORES,1991,MAY,10.0
FORES,1991,NOV,139.0
FORES,1991,OCT,56.0
FORES,1991,SEP,147.0
FORES,1992,APR,36.0
FORES,1992,AUG,517.0
FORES,1992,DEC,457.0
FORES,1992,FEB,55.0
FORES,1992,JAN,154.0
FORES,1992,JUL,307.0
FORES,1992,JUN,1.0
FORES,1992,MAR,344.0
FORES,1992,MAY,111.0
FORES,1992,NOV,95.86868686868686
FORES,1992,OCT,53.0
FORES,1992,SEP,127.0
FORES,1993,APR,3.0
FORES,1993,AUG,457.0
FORES,1993,DEC,33.0
FORES,1993,FEB,188.0
FORES,1993,JAN,334.0
FORES,1993,JUL,303.0
FORES,1993,JUN,8.0
FORES,1993,MAR,117.0
FORES,1993,MAY,30.0
FORES,1993,NOV,149.0
FORES,1993,OCT,81.0
FORES,1993,SEP,55.0
FORES,1994,APR,30.0
FORES,1994,AUG,388.0
FORES,1994,DEC,430.0
FORES,1994,FEB,120.0
FORES,1994,JAN,28.0
FORES,1994,JUL,125.0
FORES,1994,JUN,48.0
FORES,1994,MAR,217.0
FORES,1994,MAY,9.0
FORES,1994,NOV,341.0
FORES,1994,OCT,91.0
FORES,1994,SEP,325.0
FORES,1995,APR,42.0
FORES,1995,AUG,151.0
FORES,1995,DEC,63.0
FORES,1995,FEB,190.0
FORES,1995,JAN,107.0
FORES,1995,JUL,129.0
FORES,1995,JUN,0.0
FORES,1995,MAR,90.0
FORES,1995,MAY,3.0
FORES,1995,NOV,77.0
FORES,1995,OCT,40.0
FORES,1995,SEP,175.0
FORES,1996,APR,0.0
FORES,1996,AUG,483.0
FORES,1996,DEC,3.0
FORES,1996,FEB,72.0
FORES,1996,JAN,19.0
FORES,1996,JUL,470.0
FORES,1996,JUN,29.0
FORES,1996,MAR,27.0
FORES,1996,MAY,0.0
FORES,1996,NOV,28.0
FORES,1996,OCT,165.0
FORES,1996,SEP,187.0
FORES,1997,APR,31.0
FORES,1997,AUG,334.0
FORES,1997,DEC,333.0
FORES,1997,FEB,190.0
FORES,1997,JAN,149.0
FORES,1997,JUL,66.0
FORES,1997,JUN,1.0
FORES,1997,MAR,1.0
FORES,1997,MAY,45.0
FORES,1997,NOV,95.0
FORES,1997,OCT,29.0
FORES,1997,SEP,217.0
FORES,1998,APR,34.0
FORES,1998,AUG,105.0
FORES,1998,DEC,83.0
FORES,1998,FEB,468.0
FORES,1998,JAN,3.0
FORES,1998,JUL,542.0
FORES,1998,JUN,0.0
FORES,1998,MAR,259.0
FORES,1998,MAY,0.0
FORES,1998,NOV,157.0
FORES,1998,OCT,63.0
FORES,1998,SEP,193.0
FORES,1999,APR,264.0
FORES,1999,AUG,583.0
FORES,1999,DEC,0.0
FORES,1999,FEB,0.0
FORES,1999,JAN,3.0
FORES,1999,JUL,572.0
FORES,1999,JUN,0.0
FORES,1999,MAR,8.0
FORES,1999,MAY,0.0
FORES,1999,NOV,0.0
FORES,1999,OCT,0.0
FORES,1999,SEP,157.0
FORES,2000,APR,0.0
FORES,2000,AUG,594.0
FORES,2000,DEC,6.0
FORES,2000,FEB,58.0
FORES,2000,JAN,6.0
FORES,2000,JUL,165.0
FORES,2000,JUN,556.0
FORES,2000,MAR,151.0
FORES,2000,MAY,0.0
FORES,2000,NOV,270.0
FORES,2000,OCT,710.0
FORES,2000,SEP,196.26732673267327
FORES,2001,APR,231.0
FORES,2001,AUG,340.0
FORES,2001,DEC,50.0
FORES,2001,FEB,61.0
FORES,2001,JAN,165.0
FORES,2001,JUL,517.0
FORES,2001,JUN,33.0
FORES,2001,MAR,127.0
FORES,2001,MAY,50.0
FORES,2001,NOV,28.0
FORES,2001,OCT,160.0
FORES,2001,SEP,93.0
FORES,2002,APR,0.0
FORES,2002,AUG,297.0
FORES,2002,DEC,88.0
FORES,2002,FEB,11.0
FORES,2002,JAN,61.0
FORES,2002,JUL,275.0
FORES,2002,JUN,396.0
FORES,2002,MAR,0.0
FORES,2002,MAY,0.0
FORES,2002,NOV,28.0
FORES,2002,OCT,5.0
FORES,2002,SEP,0.0
FORES,2003,APR,7.0
FORES,2003,AUG,237.0
FORES,2003,DEC,79.0
FORES,2003,FEB,172.0
FORES,2003,JAN,5.0
FORES,2003,JUL,447.0
FORES,2003,JUN,0.0
FORES,2003,MAR,34.0
FORES,2003,MAY,14.0
FORES,2003,NOV,168.0
FORES,2003,OCT,93.0
FORES,2003,SEP,223.0
FORES,2004,APR,76.0
FORES,2004,AUG,107.0
FORES,2004,DEC,65.0
FORES,2004,FEB,127.0
FORES,2004,JAN,100.0
FORES,2004,JUL,457.0
FORES,2004,JUN,31.0
FORES,2004,MAR,107.0
FORES,2004,MAY,0.0
FORES,2004,NOV,48.0
FORES,2004,OCT,117.0
FORES,2004,SEP,7.0
FORES,2005,APR,15.0
FORES,2005,AUG,659.0
FORES,2005,DEC,9.0
FORES,2005,FEB,102.0
FORES,2005,JAN,262.0
FORES,2005,JUL,204.0
FORES,2005,JUN,9.0
FORES,2005,MAR,48.0
FORES,2005,MAY,8.0
FORES,2005,NOV,0.0
FORES,2005,OCT,20.0
FORES,2005,SEP,3.0
FORES,2006,APR,1.0
FORES,2006,AUG,199.0
FORES,2006,DEC,72.0
FORES,2006,FEB,8.0
FORES,2006,JAN,0.0
FORES,2006,JUL,630.0
FORES,2006,JUN,61.0
FORES,2006,MAR,111.0
FORES,2006,MAY,0.0
FORES,2006,NOV,0.0
FORES,2006,OCT,47.0
FORES,2006,SEP,447.0
FORES,2007,APR,73.0
FORES,2007,AUG,523.0
FORES,2007,DEC,109.0
FORES,2007,FEB,6.0
FORES,2007,JAN,160.0
FORES,2007,JUL,538.0
FORES,2007,JUN,35.0
FORES,2007,MAR,92.0
FORES,2007,MAY,11.0
FORES,2007,NOV,196.0
FORES,2007,OCT,10.0
FORES,2007,SEP,165.0
FORES,2008,APR,0.0
FORES,2008,AUG,410.0
FORES,2008,DEC,98.0
FORES,2008,FEB,107.0
FORES,2008,JAN,37.0
FORES,2008,JUL,616.0
FORES,2008,JUN,204.0
FORES,2008,MAR,26.0
FORES,2008,MAY,55.0
FORES,2008,NOV,66.0
FORES,2008,OCT,19.0
FORES,2008,SEP,150.0
FORES,2009,APR,31.0
FORES,2009,AUG,123.0
FORES,2009,DEC,57.0
FORES,2009,FEB,97.0
FORES,2009,JAN,79.0
FORES,2009,JUL,360.0
FORES,2009,JUN,31.0
FORES,2009,MAR,10.0
FORES,2009,MAY,91.0
FORES,2009,NOV,11.0
FORES,2009,OCT,7.0
FORES,2009,SEP,54.0
FORES,2010,APR,67.0
FORES,2010,AUG,422.0
FORES,2010,DEC,128.0
FORES,2010,FEB,211.0
FORES,2010,JAN,465.0
FORES,2010,JUL,499.0
FORES,2010,JUN,3.0
FORES,2010,MAR,105.0
FORES,2010,MAY,12.0
FORES,2010,NOV,0.0
