STATION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
111,1937,195.54545454545453,154.6818181818182,89.31818181818181,0.7727272727272727,14.454545454545455,58.0,336.0,320.0,214.0,19.0,0.0,118.0
112,1937,195.54545454545453,154.6818181818182,89.31818181818181,0.7727272727272727,14.454545454545455,58.0,342.0,300.0,248.0,24.0,0.0,123.0
113,1937,195.54545454545453,154.6818181818182,89.31818181818181,0.7727272727272727,14.454545454545455,14.0,289.0,208.0,130.0,18.0,0.0,116.0
114,1937,195.54545454545453,154.6818181818182,89.31818181818181,0.7727272727272727,14.454545454545455,14.0,315.0,200.0,144.0,18.0,0.0,123.0
115,1937,195.54545454545453,154.6818181818182,89.31818181818181,0.7727272727272727,14.454545454545455,18.0,256.0,186.0,214.0,20.0,0.0,151.0
116,1937,195.54545454545453,154.6818181818182,89.31818181818181,0.7727272727272727,14.454545454545455,13.0,282.0,175.0,212.0,18.0,0.0,92.0
117,1937,195.54545454545453,154.6818181818182,89.31818181818181,0.7727272727272727,14.454545454545455,66.0,320.0,198.0,182.0,20.0,0.0,166.0
118,1937,195.54545454545453,154.6818181818182,89.31818181818181,0.7727272727272727,14.454545454545455,48.0,332.0,272.0,186.0,18.0,0.0,160.0
119,1937,195.54545454545453,154.6818181818182,89.31818181818181,0.7727272727272727,14.454545454545455,30.0,304.0,192.0,222.0,16.0,0.0,167.0
120,1937,195.54545454545453,154.6818181818182,89.31818181818181,0.7727272727272727,14.454545454545455,30.0,319.0,236.0,192.0,12.0,0.0,166.0
121,1937,195.54545454545453,154.6818181818182,89.31818181818181,0.7727272727272727,14.454545454545455,52.0,407.0,344.0,264.0,76.0,0.0,154.0
122,1937,195.54545454545453,154.6818181818182,89.31818181818181,0.7727272727272727,14.454545454545455,74.0,367.0,352.0,238.0,66.0,0.0,124.0
123,1937,195.54545454545453,154.6818181818182,89.31818181818181,0.7727272727272727,14.454545454545455,52.0,365.0,284.0,216.0,68.0,0.0,141.0
124,1937,195.54545454545453,154.6818181818182,89.31818181818181,0.7727272727272727,14.454545454545455,21.0,439.0,290.0,222.0,144.0,0.0,158.0
125,1937,195.54545454545453,154.6818181818182,89.31818181818181,0.7727272727272727,14.454545454545455,58.0,297.0,340.0,122.0,20.0,0.0,82.0
18,1937,185.0,161.0,87.0,0.0,44.0,21.0,460.0,275.0,204.0,129.0,0.0,149.0
184,1937,195.54545454545453,154.6818181818182,89.31818181818181,0.7727272727272727,14.454545454545455,58.0,295.0,426.0,106.0,16.0,0.0,94.0
45,1937,178.0,170.0,76.0,0.0,10.0,9.0,407.0,191.0,170.0,18.0,0.0,131.0
BOX,1937,174.0,179.0,74.0,0.0,20.0,18.0,259.0,195.0,188.0,16.0,0.0,143.0
DESGR,1937,218.0,163.0,79.0,5.0,6.0,17.0,337.0,295.0,131.0,38.0,0.0,129.0
DESRI,1937,188.0,120.0,74.0,0.0,5.0,5.0,227.0,197.0,180.0,18.0,0.0,157.0
DESST,1937,178.0,72.0,73.0,0.0,15.0,38.0,154.0,324.0,65.0,13.0,0.0,91.0
ERIOP,1937,149.0,151.0,79.0,0.0,19.0,48.0,344.0,285.0,231.0,19.0,0.0,168.0
FLORI,1937,283.0,221.0,144.0,6.0,12.0,31.0,409.0,589.0,176.0,60.0,0.0,160.0
FORES,1937,223.0,204.0,110.0,6.0,7.0,22.0,367.0,435.0,149.0,48.0,0.0,136.0
GRARI,1937,162.0,97.0,92.0,0.0,26.0,29.0,510.0,225.0,152.0,27.0,0.0,66.0
HUERF,1937,188.0,169.0,97.0,0.0,10.0,11.0,304.0,260.0,185.0,66.0,0.0,168.0
JOHNS,1937,195.54545454545453,154.6818181818182,89.31818181818181,0.7727272727272727,14.454545454545455,37.12820512820513,344.0,318.0,126.0,79.0,0.0,140.0
MUHLE,1937,187.0,150.0,75.0,0.0,9.0,85.0,319.0,224.0,104.0,17.0,0.0,139.0
NE,1937,193.0,103.0,87.0,0.0,5.0,25.0,222.0,235.0,121.0,38.0,0.0,145.0
NW,1937,168.0,45.0,56.0,0.0,3.0,25.0,201.0,339.0,82.0,20.0,0.0,102.0
PARKE,1937,215.0,178.0,112.0,0.0,5.0,95.0,362.0,372.0,245.0,43.0,0.0,142.0
ROAD,1937,195.0,179.0,90.0,0.0,19.0,17.0,414.0,260.0,124.0,19.0,0.0,111.0
ROBIN,1937,245.0,177.0,102.0,0.0,8.0,52.0,424.0,369.0,179.0,102.0,0.0,165.0
RODEN,1937,193.0,159.0,84.0,0.0,12.0,12.0,297.0,181.0,122.0,18.0,0.0,125.0
RUELA,1937,217.0,219.0,94.0,0.0,36.0,36.0,473.0,302.0,147.0,112.0,0.0,187.0
SW,1937,174.0,147.0,97.0,0.0,19.0,97.0,341.0,288.0,111.0,24.0,0.0,99.0
WATRE,1937,185.0,176.0,75.0,0.0,18.0,13.0,385.0,275.0,144.0,18.0,0.0,112.0
WHITE,1937,204.0,163.0,108.0,0.0,10.0,20.0,313.0,478.0,131.0,24.0,0.0,120.0
110,1938,78.0,130.0,130.0,6.0,0.0,286.0,436.0,294.0,106.0,0.0,6.0,64.0
111,1938,72.0,122.0,122.0,4.0,10.0,268.0,392.0,304.0,72.0,0.0,6.0,60.0
112,1938,68.0,116.0,122.0,2.0,0.0,316.0,392.0,298.0,64.0,0.0,7.0,58.0
113,1938,64.0,110.0,74.0,0.0,0.0,170.0,352.0,144.0,54.0,0.0,28.0,58.0
114,1938,66.0,106.0,80.0,0.0,0.0,163.0,348.0,328.0,74.0,0.0,27.0,50.0
115,1938,64.0,104.0,68.0,0.0,0.0,214.0,284.0,290.0,112.0,0.0,24.0,48.0
116,1938,66.0,106.0,76.0,0.0,0.0,188.0,270.0,354.0,52.0,0.0,32.0,56.0
117,1938,60.0,94.0,70.0,0.0,0.0,148.0,196.0,262.0,74.0,0.0,5.0,68.0
118,1938,60.0,98.0,74.0,0.0,0.0,148.0,214.0,220.0,48.0,0.0,3.0,68.0
119,1938,60.0,104.0,82.0,0.0,0.0,190.0,200.0,264.0,46.0,0.0,4.0,74.0
120,1938,58.0,94.0,76.0,0.0,0.0,150.0,172.0,280.0,52.0,0.0,5.0,72.0
121,1938,60.0,114.0,140.0,0.0,0.0,356.0,450.0,518.0,90.0,0.0,8.0,54.0
122,1938,64.0,124.0,156.0,3.0,0.0,376.0,364.0,422.0,70.0,0.0,4.0,58.0
123,1938,48.0,112.0,94.0,0.0,0.0,346.0,324.0,342.0,54.0,0.0,10.0,48.0
124,1938,44.0,118.0,100.0,0.0,0.0,342.0,258.0,348.0,67.0,0.0,19.0,48.0
125,1938,64.0,118.0,74.0,0.0,0.0,170.0,316.0,376.0,154.0,0.0,16.0,58.0
130,1938,65.2,108.25,95.0,2.025,1.85,221.8,344.0,264.0,92.0,0.0,31.0,48.0
131,1938,65.2,108.25,95.0,2.025,1.85,221.8,225.0,334.0,93.0,0.0,31.0,60.0
18,1938,64.0,112.0,98.0,0.0,0.0,190.0,196.0,200.0,47.0,0.0,12.0,50.0
184,1938,64.0,106.0,80.0,2.0,0.0,176.0,450.0,454.0,158.0,0.0,14.0,60.0
45,1938,61.0,104.0,69.0,0.0,0.0,149.0,262.0,331.0,75.0,0.0,27.0,59.0
BOX,1938,68.0,108.0,79.0,0.0,0.0,231.0,222.0,271.0,59.0,0.0,23.0,52.0
DESGR,1938,76.0,115.0,110.0,8.0,16.0,175.0,473.0,339.0,158.0,1.0,17.0,54.0
DESRI,1938,55.0,76.0,68.0,0.0,0.0,150.0,105.0,158.0,0.0,0.0,5.0,83.0
DESST,1938,63.0,71.0,65.0,0.0,0.0,226.0,179.0,267.0,62.0,0.0,5.0,72.0
ERIOP,1938,59.0,102.0,82.0,0.0,0.0,141.0,191.0,254.0,39.0,0.0,4.0,69.0
FLORI,1938,95.0,193.0,216.0,18.0,20.0,304.0,414.0,452.0,209.0,12.0,15.0,80.0
FORES,1938,88.0,155.0,147.0,13.0,0.0,261.0,442.0,409.0,155.0,0.0,18.0,69.0
GRARI,1938,68.0,97.0,66.0,1.0,14.0,244.0,129.0,430.0,57.0,0.0,5.0,75.0
HUERF,1938,58.0,113.0,84.0,0.0,0.0,170.0,116.0,238.0,58.0,0.0,5.0,87.0
JOHNS,1938,53.0,65.0,93.0,0.0,14.0,159.0,277.0,122.0,67.0,0.3170731707317073,13.634146341463415,62.78048780487805
MUHLE,1938,61.0,89.0,77.0,0.0,0.0,178.0,190.0,244.0,77.0,0.0,4.0,72.0
NE,1938,59.0,83.0,60.0,0.0,0.0,184.0,56.0,132.0,0.0,0.0,7.0,88.0
NW,1938,63.0,53.0,43.0,7.0,0.0,135.0,136.0,227.0,23.0,0.0,6.0,63.0
PARKE,1938,82.0,131.0,161.0,3.0,0.0,346.0,360.0,500.0,66.0,0.0,8.0,63.0
ROAD,1938,63.0,110.0,68.0,0.0,0.0,205.0,277.0,212.0,63.0,0.0,21.0,59.0
ROBIN,1938,83.0,130.0,141.0,1.0,0.0,357.0,412.0,469.0,101.0,0.0,20.0,57.0
RODEN,1938,64.0,105.0,76.0,0.0,0.0,212.0,203.0,250.0,70.0,0.0,12.0,61.0
RUELA,1938,60.0,118.0,108.0,7.0,0.0,286.0,228.0,173.0,46.0,0.0,25.0,60.0
SW,1938,66.0,98.0,70.0,0.0,0.0,182.0,156.0,208.0,100.0,0.0,12.0,67.0
WATRE,1938,64.0,101.0,79.0,0.0,0.0,185.0,315.0,314.0,81.0,0.0,16.0,49.0
WHITE,1938,75.0,125.0,122.0,6.0,0.0,195.0,313.0,367.0,123.0,0.0,12.0,75.0
110,1939,96.0,152.0,30.0,44.0,0.0,0.0,229.26829268292684,338.2926829268293,169.41463414634146,69.6829268292683,86.0,57.51219512195122
111,1939,90.0,140.0,38.0,42.0,0.0,0.0,229.26829268292684,338.2926829268293,169.41463414634146,69.6829268292683,86.0,57.51219512195122
112,1939,94.0,126.0,40.0,42.0,0.0,0.0,229.26829268292684,338.2926829268293,169.41463414634146,69.6829268292683,86.0,57.51219512195122
113,1939,62.0,134.0,30.0,22.0,0.0,0.0,229.26829268292684,338.2926829268293,169.41463414634146,69.6829268292683,86.0,57.51219512195122
114,1939,58.0,146.0,30.0,26.0,0.0,0.0,229.26829268292684,338.2926829268293,169.41463414634146,69.6829268292683,86.0,57.51219512195122
115,1939,62.0,132.0,42.0,54.0,0.0,0.0,229.26829268292684,338.2926829268293,169.41463414634146,69.6829268292683,86.0,57.51219512195122
116,1939,58.0,138.0,26.0,50.0,0.0,0.0,229.26829268292684,338.2926829268293,169.41463414634146,69.6829268292683,86.0,57.51219512195122
117,1939,76.0,120.0,32.0,36.0,0.0,0.0,229.26829268292684,338.2926829268293,169.41463414634146,69.6829268292683,86.0,57.51219512195122
118,1939,70.0,120.0,22.0,24.0,0.0,0.0,229.26829268292684,338.2926829268293,169.41463414634146,69.6829268292683,86.0,57.51219512195122
119,1939,68.0,98.0,24.0,46.0,0.0,0.0,229.26829268292684,338.2926829268293,169.41463414634146,69.6829268292683,86.0,57.51219512195122
120,1939,72.0,110.0,38.0,48.0,0.0,0.0,229.26829268292684,338.2926829268293,169.41463414634146,69.6829268292683,86.0,57.51219512195122
121,1939,58.0,184.0,40.0,56.0,0.0,0.0,229.26829268292684,338.2926829268293,169.41463414634146,69.6829268292683,86.0,57.51219512195122
122,1939,80.0,196.0,36.0,60.0,0.0,0.0,229.26829268292684,338.2926829268293,169.41463414634146,69.6829268292683,86.0,57.51219512195122
123,1939,64.0,184.0,48.0,42.0,0.0,0.0,229.26829268292684,338.2926829268293,169.41463414634146,69.6829268292683,86.0,57.51219512195122
124,1939,52.0,92.0,50.0,18.0,0.0,0.0,229.26829268292684,338.2926829268293,169.41463414634146,69.6829268292683,86.0,57.51219512195122
125,1939,56.0,134.0,30.0,34.0,0.0,0.0,229.26829268292684,338.2926829268293,169.41463414634146,69.6829268292683,86.0,57.51219512195122
130,1939,65.0,141.0,29.0,47.0,0.0,0.0,274.0,409.0,160.0,61.0,95.0,59.0
131,1939,71.0,83.0,19.0,35.0,0.0,0.0,253.0,297.0,156.0,72.0,89.0,56.0
149,1939,72.025,136.825,31.35,37.2,0.0,7.725,160.0,434.0,170.0,98.0,94.0,52.0
152,1939,72.025,136.825,31.35,37.2,0.0,7.725,282.0,316.0,148.0,68.0,108.0,59.0
155,1939,72.025,136.825,31.35,37.2,0.0,7.725,246.0,270.0,88.0,26.0,20.0,46.0
161,1939,72.025,136.825,31.35,37.2,0.0,7.725,283.0,268.0,154.0,42.0,26.0,44.0
163,1939,72.025,136.825,31.35,37.2,0.0,7.725,261.0,280.0,152.0,42.0,36.0,40.0
164,1939,72.025,136.825,31.35,37.2,0.0,7.725,228.0,272.0,72.0,36.0,46.0,44.0
166,1939,72.025,136.825,31.35,37.2,0.0,7.725,264.0,312.0,178.0,78.0,94.0,56.0
169,1939,72.025,136.825,31.35,37.2,0.0,7.725,236.0,382.0,248.0,88.0,134.0,54.0
18,1939,68.0,111.0,54.0,15.0,0.0,0.0,223.0,211.0,218.0,63.0,109.0,57.0
184,1939,72.025,136.825,31.35,37.2,0.0,7.725,202.0,412.0,226.0,74.0,114.0,62.0
185,1939,72.025,136.825,31.35,37.2,0.0,7.725,254.0,300.0,200.0,92.0,102.0,60.0
187,1939,72.025,136.825,31.35,37.2,0.0,7.725,264.0,198.0,172.0,64.0,34.0,54.0
188,1939,72.025,136.825,31.35,37.2,0.0,7.725,335.0,394.0,168.0,36.0,26.0,58.0
191,1939,72.025,136.825,31.35,37.2,0.0,7.725,122.0,402.0,154.0,58.0,86.0,60.0
192,1939,72.025,136.825,31.35,37.2,0.0,7.725,90.0,408.0,154.0,94.0,116.0,64.0
45,1939,61.0,138.0,27.0,29.0,0.0,0.0,268.0,416.0,156.0,84.0,93.0,64.0
BOX,1939,66.0,113.0,45.0,63.0,0.0,0.0,287.0,302.0,158.0,74.0,115.0,65.0
CHOLL,1939,72.025,136.825,31.35,37.2,0.0,7.725,140.0,502.0,104.0,56.0,54.0,50.0
DESGR,1939,90.0,171.0,28.0,36.0,0.0,0.0,317.0,385.0,172.0,79.0,126.0,70.0
DESRI,1939,86.0,104.0,22.0,32.0,0.0,35.0,122.0,371.0,146.0,74.0,67.0,49.0
DESST,1939,51.0,107.0,24.0,37.0,0.0,28.0,252.0,275.0,154.0,38.0,19.0,39.0
ERIOP,1939,88.0,124.0,39.0,23.0,0.0,0.0,209.0,299.0,179.0,69.0,97.0,51.0
FLORI,1939,148.0,235.0,34.0,65.0,0.0,7.0,209.0,432.0,228.0,82.0,202.0,88.0
FORES,1939,124.0,179.0,27.0,51.0,0.0,1.0,189.0,389.0,208.0,109.0,160.0,74.0
GRARI,1939,38.0,120.0,17.0,24.0,0.0,23.0,295.0,416.0,156.0,56.0,26.0,62.0
HUERF,1939,90.0,114.0,39.0,24.0,0.0,6.0,121.0,338.0,162.0,97.0,126.0,58.0
HUGHE,1939,72.025,136.825,31.35,37.2,0.0,7.725,231.0,240.0,144.0,38.0,16.0,43.0
LIMST,1939,72.025,136.825,31.35,37.2,0.0,7.725,84.0,204.0,138.0,104.0,108.0,56.0
MUHLE,1939,51.0,127.0,21.0,49.0,0.0,0.0,271.0,377.0,219.0,63.0,62.0,53.0
NE,1939,66.0,97.0,30.0,26.0,0.0,142.0,130.0,413.0,139.0,62.0,70.0,54.0
NW,1939,35.0,103.0,12.0,32.0,0.0,39.0,236.0,283.0,125.0,50.0,23.0,42.0
PARKE,1939,95.0,178.0,31.0,55.0,0.0,0.0,291.0,362.0,130.0,108.0,117.0,58.0
ROAD,1939,72.0,136.0,24.0,29.0,0.0,0.0,265.0,373.0,119.0,72.0,95.0,61.0
ROBIN,1939,65.0,204.0,45.0,47.0,0.0,0.0,390.0,401.0,238.0,99.0,103.0,68.0
RODEN,1939,61.0,143.0,24.0,25.0,0.0,0.0,218.0,397.0,137.0,77.0,101.0,71.0
RUELA,1939,48.0,129.0,38.0,30.0,0.0,28.0,217.0,314.0,300.0,63.0,140.0,68.0
SW,1939,58.0,120.0,22.0,22.0,0.0,0.0,224.0,198.0,161.0,57.0,39.0,59.0
WATRE,1939,72.0,134.0,25.0,28.0,0.0,0.0,282.0,345.0,148.0,59.0,87.0,60.0
WHITE,1939,96.0,156.0,22.0,20.0,0.0,0.0,175.0,273.0,307.0,95.0,151.0,70.0
130,1940,14.0,191.0,0.0,12.0,13.0,216.0,219.0,200.0,443.0,51.0,101.0,221.0
131,1940,33.0,206.0,0.0,29.0,14.0,235.0,169.0,302.0,202.0,42.0,101.0,222.0
149,1940,10.0,196.0,0.0,28.0,4.0,172.0,132.0,308.0,394.0,80.0,98.0,318.0
152,1940,24.0,222.0,0.0,26.0,10.0,242.0,318.0,146.0,406.0,62.0,108.0,242.0
155,1940,5.0,156.0,0.0,12.0,20.0,234.0,110.0,340.0,166.0,58.0,78.0,278.0
161,1940,18.0,190.0,0.0,12.0,20.0,244.0,138.0,284.0,292.0,74.0,84.0,260.0
163,1940,26.0,188.0,0.0,10.0,6.0,200.0,128.0,278.0,283.0,68.0,72.0,268.0
164,1940,26.0,178.0,0.0,14.0,6.0,174.0,162.0,262.0,294.0,74.0,96.0,272.0
166,1940,20.0,228.0,0.0,16.0,2.0,252.0,316.0,326.0,392.0,74.0,118.0,266.0
169,1940,10.0,222.0,0.0,22.0,0.0,240.0,344.0,306.0,630.0,84.0,130.0,312.0
18,1940,11.0,195.0,0.0,35.0,12.0,194.0,334.0,236.0,412.0,68.0,109.0,211.0
184,1940,34.0,234.0,0.0,34.0,18.0,222.0,134.0,380.0,268.0,54.0,82.0,244.0
185,1940,32.0,210.0,0.0,32.0,10.0,224.0,198.0,358.0,168.0,44.0,100.0,256.0
187,1940,26.0,202.0,0.0,16.0,14.0,210.0,152.0,338.0,136.0,54.0,106.0,320.0
188,1940,28.0,194.0,0.0,16.0,6.0,264.0,204.0,396.0,220.0,52.0,72.0,278.0
191,1940,22.0,218.0,0.0,12.0,0.0,182.0,196.0,260.0,394.0,68.0,104.0,288.0
192,1940,22.0,232.0,0.0,14.0,0.0,190.0,254.0,344.0,480.0,74.0,128.0,304.0
45,1940,12.0,194.0,0.0,16.0,12.0,218.0,205.0,324.0,339.0,51.0,101.0,262.0
BOX,1940,15.0,203.0,0.0,12.0,12.0,238.0,218.0,132.0,440.0,56.0,107.0,249.0
CHOLL,1940,22.0,188.0,0.0,12.0,3.0,160.0,166.0,276.0,330.0,66.0,102.0,280.0
DESGR,1940,19.0,253.0,4.0,31.0,21.0,259.0,209.0,297.0,539.0,68.0,90.0,212.0
DESRI,1940,15.0,188.0,0.0,18.0,4.0,181.0,102.0,346.0,343.0,66.0,104.0,280.0
DESST,1940,21.0,189.0,0.0,10.0,12.0,199.0,184.0,211.0,232.0,74.0,73.0,231.0
ERIOP,1940,11.0,195.0,0.0,9.0,5.0,207.0,207.0,251.0,315.0,72.0,101.0,299.0
FLORI,1940,70.0,307.0,20.0,68.0,33.0,266.0,228.0,267.0,492.0,41.0,177.0,315.0
FORES,1940,20.0,275.0,12.0,41.0,20.0,257.0,203.0,258.0,470.0,72.0,113.0,243.0
GRARI,1940,11.0,180.0,4.0,22.0,23.0,284.0,279.0,350.0,256.0,76.0,48.0,263.0
HUERF,1940,8.0,187.0,0.0,15.0,6.0,193.0,186.0,238.0,250.0,56.0,130.0,330.0
HUGHE,1940,9.0,185.0,0.0,12.0,22.0,230.0,127.0,259.0,220.0,56.0,73.0,252.0
LIMST,1940,8.0,214.0,0.0,14.0,0.0,184.0,272.0,226.0,414.0,68.0,104.0,298.0
MUHLE,1940,11.0,183.0,0.0,21.0,2.0,205.0,126.0,176.0,227.0,59.0,100.0,310.0
NE,1940,19.0,186.0,0.0,10.0,2.0,149.0,154.0,234.0,253.0,81.0,112.0,291.0
NW,1940,16.0,181.0,0.0,24.0,10.0,203.0,236.0,383.0,333.0,93.0,58.0,231.0
PARKE,1940,22.0,219.0,0.0,37.0,2.0,235.0,389.0,155.0,546.0,76.0,125.0,235.0
ROAD,1940,29.0,197.0,0.0,21.0,13.0,235.0,193.0,312.0,207.0,44.0,99.0,232.0
ROBIN,1940,18.0,254.0,0.0,29.0,5.0,268.0,473.0,275.0,466.0,40.0,165.0,250.0
RODEN,1940,21.0,175.0,0.0,33.0,11.0,241.0,171.0,149.0,279.0,46.0,104.0,280.0
RUELA,1940,5.0,235.0,0.0,24.0,17.0,279.0,394.0,372.0,451.0,55.0,161.0,272.0
SW,1940,26.0,225.0,0.0,18.0,15.0,243.0,145.0,349.0,154.0,81.0,96.0,332.0
WATRE,1940,29.0,191.0,0.0,21.0,6.0,218.0,192.0,256.0,206.0,53.0,86.0,260.0
WHITE,1940,46.0,282.0,0.0,33.0,9.0,224.0,190.0,138.0,285.0,62.0,102.0,231.0
130,1941,96.0,144.0,106.0,122.0,22.0,0.0,325.0,272.0,311.0,53.0,9.0,188.0
131,1941,66.0,158.0,112.0,118.0,71.0,0.0,191.0,231.0,239.0,19.0,12.0,196.0
149,1941,88.0,156.0,140.0,138.0,56.0,1.7241379310344827,312.0,152.0,310.0,34.0,8.0,224.0
152,1941,146.0,140.0,106.0,130.0,22.0,1.7241379310344827,348.0,210.0,312.0,72.0,22.0,212.0
155,1941,58.0,156.0,102.0,128.0,28.0,1.7241379310344827,296.0,168.0,228.0,42.0,10.0,186.0
161,1941,68.0,152.0,112.0,124.0,60.0,1.7241379310344827,181.0,260.0,240.0,34.0,16.0,202.0
163,1941,72.0,138.0,130.0,132.0,76.0,1.7241379310344827,148.0,226.0,234.0,18.0,18.0,214.0
164,1941,80.0,136.0,128.0,164.0,46.0,1.7241379310344827,126.0,270.0,236.0,34.0,18.0,218.0
166,1941,104.0,128.0,124.0,144.0,44.0,1.7241379310344827,262.0,156.0,406.0,40.0,10.0,196.0
169,1941,152.0,158.0,134.0,156.0,60.0,1.7241379310344827,188.0,214.0,280.0,40.0,16.0,184.0
18,1941,175.0,153.0,102.0,131.0,45.0,3.0,255.0,163.0,274.0,48.0,20.0,178.0
184,1941,82.0,166.0,104.0,156.0,90.0,1.7241379310344827,176.0,328.0,244.0,36.0,14.0,244.0
185,1941,70.0,174.0,104.0,134.0,68.0,1.7241379310344827,130.0,288.0,256.0,16.0,16.0,216.0
187,1941,58.0,162.0,120.0,148.0,20.0,1.7241379310344827,152.0,288.0,274.0,0.0,10.0,192.0
188,1941,76.0,160.0,98.0,138.0,30.0,1.7241379310344827,230.0,432.0,210.0,62.0,38.0,192.0
191,1941,108.0,138.0,130.0,150.0,32.0,8.0,280.0,162.0,356.0,48.0,18.0,216.0
192,1941,120.0,136.0,158.0,162.0,42.0,4.0,270.0,122.0,344.0,36.0,14.0,232.0
45,1941,86.0,149.0,119.0,123.0,11.0,0.0,347.0,242.0,264.0,49.0,11.0,181.0
BOX,1941,120.0,137.0,101.0,135.0,17.0,0.0,241.0,242.0,326.0,57.0,12.0,198.0
CHOLL,1941,94.0,122.0,130.0,152.0,64.0,0.0,164.0,162.0,270.0,96.0,5.0,204.0
DESGR,1941,128.0,138.0,113.0,144.0,72.0,0.0,414.0,232.0,347.0,115.0,22.0,237.0
DESRI,1941,92.0,135.0,127.0,166.0,75.0,0.0,148.0,215.0,143.0,55.0,7.0,202.0
DESST,1941,71.0,141.0,113.0,114.0,70.0,0.0,165.0,310.0,222.0,49.0,41.0,196.0
ERIOP,1941,90.0,134.0,133.0,136.0,33.0,0.0,305.0,192.0,357.0,47.0,11.0,180.0
FLORI,1941,221.0,227.0,132.0,144.0,84.0,5.0,329.0,290.0,299.0,33.0,56.0,372.0
FORES,1941,182.0,176.0,133.0,177.0,75.0,0.0,372.0,207.0,275.0,146.0,27.0,217.0
GRARI,1941,68.0,168.0,85.0,155.0,78.0,0.0,188.0,275.0,216.0,90.0,36.0,199.0
HUERF,1941,123.0,156.0,142.0,171.0,17.0,0.0,216.0,195.0,392.0,37.0,8.0,203.0
HUGHE,1941,70.0,147.0,102.0,115.0,33.0,0.0,228.0,207.0,225.0,65.0,19.0,187.0
LIMST,1941,118.0,128.0,146.0,152.0,22.0,12.0,262.0,138.0,356.0,54.0,8.0,208.0
MUHLE,1941,74.0,145.0,144.0,135.0,40.0,0.0,282.0,151.0,270.0,26.0,7.0,201.0
NE,1941,97.0,141.0,146.0,140.0,30.0,0.0,207.0,296.0,262.0,78.0,18.0,202.0
NW,1941,72.0,166.0,116.0,125.0,47.0,0.0,152.0,238.0,166.0,40.0,36.0,191.0
PARKE,1941,194.0,178.0,132.0,119.0,48.0,0.0,334.0,207.0,314.0,130.0,38.0,218.0
ROAD,1941,70.0,149.0,112.0,141.0,41.0,0.0,187.0,181.0,306.0,29.0,13.0,198.0
ROBIN,1941,219.0,185.0,109.0,136.0,94.0,2.0,300.0,233.0,338.0,86.0,23.0,208.0
RODEN,1941,77.0,139.0,112.0,122.0,32.0,0.0,187.0,193.0,296.0,19.0,11.0,197.0
RUELA,1941,172.0,154.0,121.0,142.0,46.0,16.0,194.0,130.0,288.0,40.0,26.0,195.0
SW,1941,66.0,161.0,107.0,132.0,41.0,0.0,331.0,217.0,295.0,31.0,9.0,184.0
WATRE,1941,70.0,141.0,109.0,127.0,91.0,0.0,193.0,185.0,303.0,26.0,10.0,196.0
WHITE,1941,101.0,172.0,127.0,160.0,72.0,0.0,193.0,253.0,281.0,114.0,20.0,284.0
130,1942,85.0,105.0,26.0,91.0,0.0,0.0,195.0,148.0,233.0,81.0,0.0,20.0
131,1942,85.0,93.0,25.0,79.0,0.0,0.0,222.0,246.0,149.0,52.0,0.0,10.0
149,1942,78.0,152.0,20.0,78.0,0.0,0.0,204.0,188.0,222.0,60.0,0.0,20.0
152,1942,90.0,124.0,18.0,92.0,0.0,0.0,136.0,148.0,220.0,104.0,0.0,16.0
155,1942,82.0,110.0,16.0,72.0,0.0,0.0,420.0,134.0,58.0,55.0,0.0,10.0
161,1942,80.0,112.0,21.0,76.0,0.0,0.0,340.0,140.0,70.0,40.0,0.0,12.0
163,1942,80.0,108.0,26.0,86.16216216216216,0.0,0.0,200.0,180.0,146.0,42.0,0.0,16.0
164,1942,76.0,104.0,30.0,60.0,0.0,0.0,136.0,164.0,144.0,40.0,0.0,20.0
166,1942,78.0,126.0,22.0,68.0,0.0,0.0,286.0,270.0,352.0,103.0,0.0,16.0
169,1942,104.0,150.0,23.0,86.16216216216216,0.0,0.0,356.0,280.0,40.0,104.0,0.0,26.0
18,1942,119.0,126.0,25.0,92.0,0.0,0.0,244.0,248.0,234.0,55.0,0.0,10.0
184,1942,98.0,96.0,18.0,100.0,0.0,0.0,344.0,308.0,168.0,67.0,0.0,8.0
185,1942,94.0,88.0,16.0,86.0,0.0,0.0,258.0,210.0,8.0,41.0,0.0,15.0
187,1942,88.0,102.0,20.0,68.0,0.0,0.0,254.0,306.0,66.0,36.0,0.0,12.0
188,1942,88.0,114.0,20.0,64.0,0.0,0.0,258.0,410.0,94.0,46.0,0.0,15.0
191,1942,84.0,116.0,34.0,94.0,0.0,0.0,190.0,280.0,116.0,66.0,0.0,18.0
192,1942,78.0,124.0,34.0,60.0,0.0,0.0,208.0,254.0,144.0,64.0,0.0,14.0
45,1942,78.0,112.0,19.0,83.0,0.0,0.0,210.0,210.0,185.0,70.0,0.0,14.0
BOX,1942,87.0,112.0,18.0,84.0,0.0,0.0,196.0,200.0,194.0,92.0,0.0,20.0
CHOLL,1942,80.0,112.0,28.0,86.16216216216216,0.0,0.0,246.0,274.0,122.0,90.0,0.0,14.0
DESGR,1942,123.0,103.0,26.0,126.0,0.0,0.0,256.0,222.0,196.0,127.0,0.0,26.0
DESRI,1942,83.0,113.0,24.0,70.0,0.0,0.0,193.0,222.0,221.0,97.0,0.0,10.0
