STATION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
SCS#1,1971,0.0,113.44444444444444,2.6296296296296298,53.7037037037037,4.2592592592592595,5.444444444444445,119.0,479.0,131.0,104.0,90.0,240.0
SW,1971,0.0,84.0,3.0,51.0,5.0,5.0,264.0,381.0,145.0,165.0,95.0,297.0
WHITE,1971,0.0,119.0,5.0,54.0,5.0,14.0,215.0,628.0,323.0,193.0,124.0,377.0
130,1972,0.0,0.0,7.0,0.0,21.0,131.0,286.0,147.0,79.0,382.0,139.0,73.0
164,1972,0.0,0.0,0.0,0.0,8.0,118.0,301.0,154.0,61.0,429.0,155.0,64.0
205,1972,0.0,0.0,6.0,0.0,12.0,168.0,276.0,170.0,159.0,381.0,170.0,64.0
41,1972,0.0,0.0,4.1,0.0,6.0,128.0,269.0,226.0,130.0,424.0,123.0,65.0
45,1972,0.0,0.0,5.0,0.0,19.0,153.0,287.0,166.0,109.0,387.0,154.0,77.0
AMADO,1972,0.0,0.0,2.0,0.0,0.0,34.0,284.0,231.0,229.0,370.0,113.0,42.0
BOX,1972,0.0,0.0,6.0,0.0,22.0,152.0,243.0,229.0,79.0,395.0,136.0,73.0
DESGR,1972,0.0,0.0,4.0,0.0,17.0,123.0,335.0,109.0,60.0,381.0,119.0,60.0
DESRI,1972,0.0,0.0,0.0,0.0,4.0,189.0,281.0,115.0,114.0,362.0,148.0,57.0
DESST,1972,0.0,0.0,3.0,0.0,16.0,177.0,418.0,273.0,165.0,520.0,160.0,78.0
ERIOP,1972,0.0,0.0,7.0,0.0,17.0,144.0,245.0,144.0,173.0,400.0,164.0,66.0
FAGAN,1972,0.0,0.0,4.1,0.0,8.0,107.0,267.0,218.0,41.0,361.0,144.0,61.0
FLORI,1972,0.0,0.0,3.0,0.0,15.0,170.0,484.0,230.0,118.0,564.0,156.0,87.0
FORES,1972,0.0,0.0,4.0,0.0,12.0,168.0,384.0,200.0,59.0,500.0,136.0,84.0
GRARI,1972,0.0,0.0,5.0,0.0,2.0,105.0,344.0,256.0,174.0,503.0,133.0,57.0
HUERF,1972,0.0,0.0,5.0,0.0,15.0,197.0,315.0,140.0,165.0,375.0,150.0,66.0
IBP,1972,0.0,0.0,4.0,0.0,23.0,102.0,253.0,128.0,27.0,368.0,119.0,60.0
LIMST,1972,0.0,0.0,6.0,0.0,7.0,123.0,321.0,135.0,110.0,352.0,138.0,65.0
MCGIB,1972,0.0,0.0,3.0,0.0,21.0,194.0,363.0,149.0,82.0,516.0,130.0,87.0
MUHLE,1972,0.0,0.0,4.0,0.0,13.0,154.0,283.0,165.0,104.0,416.0,165.0,71.0
NE,1972,0.0,0.0,2.0,0.0,8.0,232.0,301.0,120.0,55.0,415.0,162.0,84.0
NW,1972,0.0,0.0,0.0,0.0,7.0,84.0,564.0,256.0,132.0,488.0,155.0,67.0
PA11A,1972,0.0,0.0,5.0,0.0,9.0,81.0,258.0,182.0,70.0,384.0,101.0,50.0
PARKE,1972,0.0,0.0,7.0,0.0,21.0,185.0,331.0,188.0,39.0,440.0,120.0,78.0
PAST3,1972,0.0,0.0,2.0,0.0,8.0,72.0,324.0,231.0,110.0,415.0,123.0,65.0
ROAD,1972,0.0,0.0,4.0,0.0,18.0,127.0,275.0,169.0,99.0,415.0,119.0,68.0
ROBIN,1972,0.0,0.0,5.0,0.0,40.0,231.0,503.0,254.0,98.0,509.0,149.0,82.0
RODEN,1972,0.0,0.0,4.0,0.0,22.0,156.0,299.0,178.0,135.0,420.0,131.0,65.0
RUELA,1972,0.0,0.0,5.0,0.0,11.0,178.0,236.0,229.0,61.0,354.0,132.0,59.0
SCS#1,1972,0.0,0.0,0.0,0.0,8.0,140.6875,325.90625,187.625,113.40625,421.71875,138.90625,67.3125
SCS5N,1972,0.0,0.0,4.1,0.0,13.3125,88.0,491.0,234.0,113.0,452.0,142.0,53.0
SW,1972,0.0,0.0,3.0,0.0,7.0,138.0,291.0,187.0,183.0,442.0,134.0,62.0
WHITE,1972,0.0,0.0,12.0,0.0,9.0,93.0,317.0,191.0,296.0,375.0,125.0,64.0
130,1973,72.0,105.0,361.0,8.0,0.0,64.0,330.0,84.0,10.0,0.0,53.0,0.0
164,1973,31.0,130.0,266.0,5.0,0.0,56.0,206.0,65.0,33.0,0.0,46.0,0.0
205,1973,68.0,83.0,374.0,4.0,0.0,51.0,292.0,78.0,12.0,0.0,47.0,0.0
41,1973,83.0,152.0,366.0,3.0,0.0,41.0,271.0,84.0,15.0,0.0,37.0,0.0
45,1973,62.0,92.0,356.0,8.0,0.0,50.0,277.0,87.0,18.0,0.0,44.0,0.0
AMADO,1973,40.0,122.0,285.0,7.0,0.0,67.0,213.0,92.0,18.0,0.0,28.0,0.0
BOX,1973,72.0,115.0,268.0,2.0,0.0,62.0,305.0,79.0,12.0,0.0,53.0,0.0
DESGR,1973,80.0,135.0,335.0,15.0,0.0,74.0,357.0,89.0,6.0,0.0,53.0,0.0
DESRI,1973,46.0,105.0,300.0,5.0,10.0,57.0,190.0,119.0,21.0,0.0,54.0,0.0
DESST,1973,37.0,156.0,297.0,3.0,0.0,75.0,203.0,90.0,32.0,0.0,52.0,0.0
ERIOP,1973,75.0,92.0,358.0,2.0,3.0,53.0,294.0,90.0,11.0,0.0,51.0,0.0
FAGAN,1973,49.0,95.0,312.0,0.0,0.0,73.0,179.0,180.0,27.0,0.0,63.0,0.0
FLORI,1973,130.0,300.0,521.0,0.0,0.0,108.0,422.0,91.0,15.0,0.0,100.0,0.0
FORES,1973,115.0,220.0,395.0,2.0,0.0,101.0,356.0,98.0,13.0,0.0,86.0,0.0
GRARI,1973,43.0,139.0,286.0,6.0,0.0,102.0,121.0,45.0,61.0,0.0,39.0,0.0
HUERF,1973,64.0,115.0,364.0,6.0,0.0,65.0,267.0,78.0,12.0,0.0,38.0,0.0
IBP,1973,72.0,114.0,345.0,0.0,0.0,59.0,222.0,48.0,8.0,0.0,54.0,0.0
LIMST,1973,50.0,107.0,375.0,8.0,0.0,66.0,224.0,49.0,14.0,0.0,52.0,0.0
MCGIB,1973,92.0,366.0,448.0,0.0,0.0,124.0,277.0,64.0,23.0,0.0,72.0,0.0
MUHLE,1973,59.0,110.0,363.0,1.0,0.0,67.0,213.0,105.0,12.0,0.0,50.0,0.0
NE,1973,59.0,131.0,344.0,6.0,12.0,46.0,131.0,50.0,47.0,0.0,68.0,0.0
NW,1973,33.0,160.0,273.0,6.0,0.0,76.0,191.0,54.0,50.0,0.0,48.0,0.0
PA11A,1973,72.0,128.0,335.0,0.0,0.0,67.0,175.0,89.0,7.0,0.0,52.0,0.0
PARKE,1973,78.0,234.0,395.0,3.0,0.0,73.0,260.0,64.0,14.0,0.0,70.0,0.0
PAST3,1973,36.0,123.0,286.0,2.0,0.0,85.0,109.0,86.0,42.0,0.0,41.0,0.0
ROAD,1973,82.0,125.0,349.0,6.0,0.0,64.0,271.0,80.0,31.0,0.0,39.0,0.0
ROBIN,1973,102.0,248.0,480.0,0.0,0.0,155.0,371.0,47.0,30.0,0.0,104.0,0.0
RODEN,1973,74.0,104.0,363.0,2.0,0.0,54.0,247.0,102.0,10.0,0.0,41.0,0.0
RUELA,1973,59.0,90.0,323.0,7.0,0.0,84.0,213.0,24.0,2.0,0.0,52.0,0.0
SCS5N,1973,30.0,145.0,237.0,3.0,0.0,84.0,155.0,38.0,45.0,0.0,47.0,0.0
SW,1973,56.0,131.0,346.0,0.0,0.0,89.0,192.0,123.0,7.0,0.0,37.0,0.0
WHITE,1973,90.0,171.0,357.0,3.0,5.0,56.0,224.0,137.0,12.0,0.0,61.0,0.0
130,1974,174.0,0.0,53.0,0.0,2.0,5.0,890.0,165.0,165.0,261.0,44.0,30.0
164,1974,115.0,0.0,42.0,0.0,3.0,3.0,528.0,136.0,84.0,199.0,61.0,25.0
205,1974,156.0,0.0,50.0,0.0,2.0,22.0,681.0,121.0,106.0,264.0,45.0,45.0
41,1974,152.0,0.0,55.0,0.0,2.0,3.0,680.0,186.0,254.0,225.0,68.0,27.0
45,1974,160.0,0.0,44.0,0.0,3.0,7.0,895.0,152.0,188.0,258.0,44.0,53.0
AMADO,1974,125.0,0.0,60.0,0.0,3.0,3.0,431.0,145.0,195.0,146.0,79.0,10.0
BOX,1974,175.0,0.0,63.0,0.0,3.0,3.0,1062.0,168.0,122.0,258.0,34.0,40.0
DESGR,1974,160.0,0.0,53.0,0.0,2.0,0.0,791.0,249.0,136.0,220.0,26.0,15.0
DESRI,1974,108.0,0.0,41.0,0.0,1.0,11.0,608.0,105.0,75.0,204.0,40.0,26.0
DESST,1974,131.0,0.0,40.0,0.0,5.0,5.0,442.0,214.0,135.0,245.0,95.0,30.0
ERIOP,1974,157.0,0.0,48.0,0.0,2.0,10.0,666.0,96.0,90.0,319.0,46.0,54.0
FAGAN,1974,140.0,1.0,32.0,0.0,3.0,9.0,440.0,237.0,135.0,234.0,62.0,34.0
FLORI,1974,281.0,2.0,88.0,0.0,0.0,0.0,1006.0,375.0,120.0,388.0,34.0,35.0
FORES,1974,219.0,0.0,67.0,0.0,1.0,0.0,845.0,317.0,120.0,293.0,26.0,21.0
GRARI,1974,139.0,0.0,53.0,0.0,3.0,3.0,542.0,239.0,68.0,179.0,111.0,14.0
HUERF,1974,150.0,0.0,55.0,0.0,3.0,13.0,629.0,55.0,48.0,222.0,45.0,32.0
IBP,1974,155.0,0.0,66.0,0.0,2.0,3.0,1038.0,223.0,98.0,258.0,20.0,35.0
LIMST,1974,140.0,0.0,45.0,0.0,4.0,6.0,540.0,65.0,108.0,182.0,41.0,40.0
MCGIB,1974,231.0,0.0,96.0,0.0,0.0,7.1,955.0,369.0,233.0,352.0,25.0,25.0
MUHLE,1974,147.0,1.0,60.0,0.0,5.0,10.0,655.0,153.0,90.0,265.0,54.0,25.0
NE,1974,133.0,1.0,26.0,0.0,1.0,8.0,557.0,152.0,214.0,224.0,60.0,29.0
NW,1974,121.0,0.0,41.0,0.0,3.0,3.0,574.0,193.0,139.0,258.0,95.0,25.0
PA11A,1974,136.0,0.0,44.0,0.0,1.0,0.0,637.0,200.0,164.0,217.0,38.0,11.0
PARKE,1974,174.0,0.0,82.0,0.0,1.0,0.0,956.0,305.0,158.0,300.0,25.0,45.0
PAST3,1974,113.0,0.0,34.0,0.0,5.0,11.0,610.0,234.0,80.0,184.0,86.0,24.0
ROAD,1974,155.0,0.0,43.0,0.0,2.0,19.0,656.0,169.0,252.0,247.0,51.0,25.0
ROBIN,1974,202.0,0.0,122.0,0.0,0.0,7.1,1024.0,237.0,293.0,345.0,28.0,70.0
RODEN,1974,158.0,0.0,41.0,0.0,2.0,33.0,840.0,140.0,266.0,259.0,58.0,27.0
RUELA,1974,146.0,0.0,69.0,0.0,4.0,2.0,824.0,104.0,100.0,221.0,15.0,50.0
SCS5N,1974,121.0,0.0,27.0,0.0,3.0,3.0,557.0,174.0,138.0,239.0,83.0,10.0
SW,1974,148.0,0.0,48.0,0.0,4.0,15.0,670.0,122.0,270.0,213.0,70.0,17.0
WHITE,1974,166.0,2.0,56.0,0.0,3.0,3.0,715.0,197.0,198.0,254.0,46.0,25.0
130,1975,67.0,15.0,142.0,83.0,2.0,0.0,340.0,240.0,174.0,0.0,97.0,105.0
164,1975,50.0,5.0,110.0,25.0,0.0,0.0,211.0,77.0,155.0,0.0,57.0,38.0
205,1975,66.0,11.0,138.0,67.0,0.0,0.0,356.0,209.0,191.0,0.0,76.0,88.0
41,1975,34.0,9.0,98.0,50.0,2.0,0.0,422.0,108.0,235.0,0.0,68.0,50.0
45,1975,59.0,12.0,142.0,68.0,0.0,0.0,330.0,233.0,153.0,0.0,82.0,92.0
AMADO,1975,43.0,3.0,64.0,33.0,0.0,0.0,219.0,47.0,227.0,0.0,37.0,44.0
BOX,1975,73.0,16.0,152.0,79.0,0.0,0.0,383.0,284.0,167.0,0.0,73.0,112.0
DESGR,1975,74.0,10.0,142.0,78.0,0.0,0.0,292.0,213.0,183.0,3.0,83.0,62.0
DESRI,1975,55.0,11.0,122.0,29.0,0.0,0.0,318.0,99.0,207.0,0.0,50.0,50.0
DESST,1975,60.0,5.0,132.0,28.0,2.0,0.0,318.0,165.0,199.0,0.0,64.0,60.0
ERIOP,1975,68.0,12.0,140.0,62.0,0.0,0.0,350.0,170.0,219.0,0.0,78.0,101.0
FAGAN,1975,57.0,16.0,135.0,38.0,2.0,0.0,325.0,55.0,110.0,0.0,65.0,27.0
FLORI,1975,130.0,12.0,268.0,139.0,0.0,0.0,532.0,276.0,267.0,0.0,159.0,102.0
FORES,1975,95.0,12.0,175.0,91.0,2.0,0.0,465.0,232.0,222.0,3.0,129.0,81.0
GRARI,1975,46.0,2.0,90.0,20.0,0.0,0.0,269.0,47.0,325.0,0.0,49.0,42.0
HUERF,1975,64.0,16.0,150.0,62.0,0.0,0.0,391.0,98.0,270.0,0.0,61.0,94.0
IBP,1975,55.0,25.0,158.0,79.0,0.0,0.0,382.0,274.0,178.0,0.0,74.0,80.0
LIMST,1975,57.0,15.0,154.0,60.0,0.0,0.0,399.0,113.0,141.0,0.0,69.0,62.0
MCGIB,1975,132.0,11.0,218.0,100.0,0.0,0.0,554.0,328.0,257.0,0.0,133.0,140.0
MUHLE,1975,74.0,5.0,130.0,52.0,2.0,0.0,309.0,224.0,182.0,0.0,66.0,79.0
NE,1975,58.0,10.0,145.0,36.0,4.0,0.0,285.0,89.0,209.0,0.0,72.0,57.0
NW,1975,57.0,3.0,123.0,22.0,6.0,0.0,321.0,118.0,218.0,0.0,61.0,70.0
PA11A,1975,65.0,6.0,111.0,55.0,1.0,0.0,235.0,137.0,147.0,0.0,69.0,53.0
PARKE,1975,67.0,10.0,167.0,85.0,0.0,0.0,458.0,348.0,248.0,0.0,108.0,110.0
PAST3,1975,52.0,5.0,107.0,17.0,0.0,0.0,327.0,98.0,175.0,0.0,52.0,42.0
ROAD,1975,52.0,7.0,122.0,66.0,0.0,0.0,325.0,110.0,205.0,0.0,91.0,87.0
ROBIN,1975,89.0,14.0,246.0,108.0,0.0,0.0,713.0,306.0,271.0,7.0,105.0,147.0
RODEN,1975,52.0,6.0,114.0,66.0,3.0,0.0,323.0,102.0,188.0,0.0,81.0,98.0
RUELA,1975,61.0,15.0,160.0,63.0,0.0,0.0,444.0,103.0,205.0,0.0,56.0,98.0
SCS5N,1975,47.0,1.0,99.0,20.0,1.0,0.0,261.0,68.0,215.0,0.0,57.0,52.0
SW,1975,67.0,4.0,95.0,47.0,0.0,0.0,358.0,42.0,224.0,0.0,39.0,64.0
WHITE,1975,68.0,8.0,149.0,83.0,0.0,0.0,367.0,139.0,230.0,0.0,97.0,64.0
130,1976,11.0,84.0,57.0,126.0,30.0,8.0,391.0,140.0,203.0,63.0,74.0,43.0
164,1976,1.0,51.0,37.0,91.0,24.0,64.0,179.0,132.0,64.0,50.0,52.0,9.0
205,1976,9.0,67.0,52.0,112.0,15.0,30.0,437.0,153.0,213.0,47.0,80.0,46.0
41,1976,5.0,86.0,47.0,97.0,40.0,5.0,452.0,114.0,305.0,33.0,81.0,53.0
45,1976,16.0,72.0,56.0,126.0,19.0,23.0,471.0,118.0,201.0,46.0,75.0,43.0
AMADO,1976,8.0,67.0,35.0,45.0,34.758620689655174,6.0,350.0,72.0,206.0,48.0,65.0,15.0
BOX,1976,10.0,77.0,33.0,130.0,26.0,19.0,19.0,101.0,230.0,67.0,66.0,35.0
DESGR,1976,17.0,59.0,75.0,107.0,20.0,8.0,8.0,147.0,281.0,60.0,70.0,34.0
DESRI,1976,7.0,53.0,41.0,76.0,99.0,58.0,58.0,288.0,86.0,60.0,48.0,27.0
DESST,1976,11.0,86.0,43.0,117.0,74.0,111.0,111.0,132.0,120.0,40.0,65.0,9.0
ERIOP,1976,11.0,76.0,54.0,109.0,20.0,41.0,41.0,197.0,216.0,55.0,58.0,45.0
FAGAN,1976,8.0,62.0,59.0,69.0,28.0,23.0,23.0,181.0,128.0,41.0,54.0,19.0
FLORI,1976,43.0,182.0,81.0,152.0,17.0,30.0,921.0,193.0,340.0,308.0,91.0,53.0
FORES,1976,19.0,122.0,62.0,111.0,21.0,2.0,525.0,154.0,310.0,42.0,72.0,38.0
GRARI,1976,13.0,110.0,32.0,124.0,27.0,7.0,248.0,36.0,139.0,21.0,64.0,26.0
HUERF,1976,3.0,69.0,51.0,104.41935483870968,34.758620689655174,13.0,433.0,411.0,191.0,49.0,55.0,48.0
IBP,1976,17.0,78.0,55.0,85.0,9.0,1.0,656.0,48.0,131.0,41.0,53.0,25.0
LIMST,1976,0.0,63.0,46.0,85.0,34.758620689655174,28.516129032258064,481.0,278.0,125.0,55.0,51.0,41.0
MCGIB,1976,10.0,130.0,60.0,112.0,19.0,28.0,745.0,71.0,434.0,128.0,80.0,86.0
MUHLE,1976,11.0,62.0,49.0,101.0,61.0,45.0,341.0,185.0,216.0,47.0,73.0,31.0
NE,1976,9.0,72.0,60.0,105.0,55.0,35.0,383.0,195.0,105.0,74.0,60.0,22.0
NW,1976,17.0,90.0,38.0,100.0,51.0,61.0,232.0,86.0,120.0,40.0,65.0,11.0
PA11A,1976,0.0,68.0,49.0,91.0,28.0,1.0,528.0,132.0,182.0,89.0,60.0,45.0
PARKE,1976,4.0,96.0,73.0,84.0,9.0,15.0,591.0,70.0,345.0,67.0,73.0,40.0
PAST3,1976,3.0,80.0,36.0,99.0,48.0,29.0,232.0,58.0,84.0,14.0,49.0,7.0
ROAD,1976,2.0,75.0,51.0,133.0,37.0,15.0,402.0,126.0,278.0,47.0,60.0,52.0
ROBIN,1976,21.0,115.0,65.0,122.0,26.0,36.0,995.0,91.0,315.0,124.0,79.0,102.0
RODEN,1976,8.0,73.0,60.0,125.0,60.0,15.0,386.0,134.0,295.0,43.0,79.0,49.0
RUELA,1976,12.0,62.0,47.0,68.0,17.0,8.0,655.0,228.0,170.0,54.0,49.0,30.0
SCS5N,1976,13.0,67.0,33.0,108.0,49.0,73.0,397.80645161290323,147.0,210.51612903225808,63.58064516129032,66.2258064516129,37.58064516129032
SW,1976,21.0,83.0,46.0,114.0,48.0,58.0,350.0,114.0,193.0,42.0,71.0,33.0
WHITE,1976,0.0,120.0,43.0,113.0,31.0,16.0,688.0,172.0,300.0,76.0,81.0,48.0
130,1977,308.0,14.0,98.0,40.0,5.0,40.0,235.0,305.0,85.0,300.0,22.0,128.0
164,1977,264.0,13.0,92.0,20.0,6.0,84.0,189.0,277.0,136.0,213.0,20.0,155.0
205,1977,320.0,25.0,90.0,27.0,23.0,70.0,250.0,260.0,242.0,295.0,25.0,112.0
41,1977,302.0,16.0,80.0,32.0,0.0,9.0,276.0,227.0,198.0,280.0,10.0,120.0
45,1977,300.0,20.0,75.0,54.0,1.0,30.0,285.0,275.0,265.0,295.0,25.0,105.0
AMADO,1977,294.0,8.0,52.0,39.0,0.0,10.0,156.0,161.0,273.0,235.0,5.0,91.0
BOX,1977,290.0,39.0,96.0,41.0,14.0,88.0,193.0,174.0,275.0,290.0,35.0,120.0
DESGR,1977,264.0,12.0,89.0,25.0,15.0,50.0,236.0,201.0,146.0,310.0,25.0,115.0
DESRI,1977,289.03333333333336,45.0,100.0,25.0,5.0,133.0,142.0,385.0,185.0,220.0,15.0,172.0
DESST,1977,318.0,12.0,66.0,65.0,0.0,6.0,162.0,220.0,212.0,220.0,20.0,145.0
ERIOP,1977,301.0,21.0,96.0,54.0,7.0,95.0,205.0,293.0,275.0,265.0,22.0,115.0
FAGAN,1977,255.0,25.0,80.0,35.0,5.0,34.0,162.0,256.0,209.0,224.0,20.0,135.0
FLORI,1977,318.0,0.0,108.0,50.0,10.0,108.0,310.0,302.0,234.0,410.0,35.0,155.0
FORES,1977,263.0,22.0,101.0,49.0,5.0,75.0,260.0,195.0,170.0,350.0,27.0,125.0
GRARI,1977,318.0,7.0,50.0,75.0,0.0,10.0,158.0,147.0,164.0,245.0,15.0,125.0
HUERF,1977,296.0,21.0,83.0,0.0,0.0,57.10344827586207,172.0,272.0,263.0,306.0,27.0,113.0
IBP,1977,254.0,9.0,103.0,30.0,15.0,74.0,202.0,255.0,169.0,290.0,35.0,120.0
LIMST,1977,274.0,29.0,90.0,40.0,5.0,70.0,216.0,171.0,275.0,343.0,33.0,162.0
MCGIB,1977,234.0,24.0,106.0,37.666666666666664,10.0,151.0,416.0,385.0,278.0,374.0,49.0,159.0
MUHLE,1977,315.0,25.0,80.0,45.0,5.0,33.0,141.0,291.0,275.0,255.0,20.0,125.0
NE,1977,299.0,13.0,15.0,42.0,1.0,129.0,201.0,464.0,220.0,155.0,32.0,170.0
NW,1977,389.0,3.0,70.0,0.0,5.0,2.0,188.0,150.0,144.0,230.0,25.0,141.0
PA11A,1977,262.0,13.0,67.0,18.0,20.0,14.0,196.0,235.0,127.0,305.0,6.0,111.0
PARKE,1977,225.0,5.0,105.0,0.0,0.0,57.10344827586207,222.43333333333334,261.1034482758621,214.06666666666666,280.1,45.0,130.0
PAST3,1977,276.0,5.0,58.0,55.0,5.0,10.0,125.0,261.1034482758621,180.0,225.0,15.0,120.0
ROAD,1977,295.0,15.0,72.0,38.0,5.0,5.0,242.0,275.0,163.0,290.0,20.0,105.0
ROBIN,1977,243.0,38.0,95.0,60.0,18.0,170.0,374.0,256.0,387.0,353.0,40.0,146.0
RODEN,1977,322.0,18.0,72.0,50.0,3.0,7.0,218.0,234.0,256.0,285.0,15.0,120.0
RUELA,1977,265.0,15.0,69.0,29.0,20.0,117.0,205.0,383.0,226.0,230.0,35.0,100.0
SW,1977,321.0,11.0,77.0,42.0,0.0,18.0,234.0,288.0,200.0,255.0,10.0,110.0
WHITE,1977,286.0,22.0,67.0,50.0,2.0,14.0,324.0,235.0,190.0,355.0,10.0,140.0
130,1978,285.0,220.0,150.0,15.0,60.0,5.0,310.0,120.0,75.0,410.0,170.0,371.0
164,1978,175.0,140.0,120.0,15.0,35.0,15.0,330.0,45.0,70.0,255.0,140.0,347.0
205,1978,253.0,195.0,115.0,20.0,80.0,10.0,415.0,120.0,85.0,425.0,235.0,347.0
41,1978,225.0,220.0,270.0,10.0,15.0,10.0,320.0,420.0,80.0,340.0,240.0,180.0
45,1978,255.0,215.0,120.0,55.0,60.0,15.0,235.0,180.0,165.0,340.0,240.0,364.0
AMADO,1978,174.0,135.0,110.0,5.0,20.0,5.0,385.0,25.0,100.0,415.0,235.0,302.0
BOX,1978,290.0,205.0,135.0,30.0,50.0,5.0,310.0,260.0,120.0,355.0,225.0,399.0
DESGR,1978,210.0,195.0,145.0,5.0,55.0,15.0,475.0,175.0,100.0,365.0,150.0,389.0
DESRI,1978,198.0,160.0,110.0,5.0,40.0,25.0,320.0,125.0,125.0,250.0,240.0,354.0
DESST,1978,210.0,215.0,105.0,15.0,50.0,15.0,490.0,90.0,110.0,285.0,240.0,347.0
ERIOP,1978,248.0,210.0,220.0,15.0,40.0,10.0,445.0,120.0,95.0,410.0,240.0,385.0
FAGAN,1978,185.0,180.0,100.0,20.0,75.0,15.0,215.0,95.0,70.0,280.0,205.0,160.0
FLORI,1978,300.0,319.0,289.0,15.0,18.0,41.0,509.0,318.0,276.0,336.0,436.0,570.0
FORES,1978,218.0,245.0,175.0,5.0,40.0,5.0,370.0,400.0,225.0,370.0,280.0,507.0
GRARI,1978,235.0,175.0,115.0,10.0,45.0,10.0,220.0,75.0,75.0,460.0,225.0,337.0
HUERF,1978,215.0,130.0,120.0,5.0,30.0,10.0,450.0,110.0,110.0,280.0,240.0,403.0
IBP,1978,240.0,195.0,180.0,35.0,15.0,20.0,321.0,105.0,100.0,360.0,140.0,298.0
LIMST,1978,214.0,180.0,120.0,25.0,50.0,10.0,315.0,90.0,45.0,335.0,240.0,465.0
MCGIB,1978,293.0,226.0,194.0,11.0,49.0,21.0,356.0,305.0,97.0,282.0,383.0,569.0
MUHLE,1978,260.0,210.0,125.0,25.0,45.0,75.0,215.0,110.0,140.0,310.0,230.0,368.0
NE,1978,213.0,185.0,130.0,65.0,55.0,10.0,335.0,85.0,95.0,205.0,225.0,423.0
NW,1978,200.0,175.0,100.0,65.0,0.0,20.0,405.0,50.0,105.0,270.0,230.0,323.0
PA11A,1978,178.0,180.0,160.0,25.0,5.0,15.0,410.0,165.0,75.0,300.0,225.0,330.0
PARKE,1978,260.0,200.0,145.0,5.0,60.0,20.0,305.0,250.0,125.0,410.0,240.0,475.0
PAST3,1978,195.0,185.0,120.0,5.0,15.0,50.0,395.0,115.0,135.0,320.0,240.0,250.0
ROAD,1978,245.0,205.0,155.0,20.0,60.0,10.0,395.0,215.0,90.0,350.0,195.0,375.0
ROBIN,1978,314.0,249.0,180.0,19.0,44.0,0.0,328.0,372.0,227.0,259.0,272.0,507.0
RODEN,1978,265.0,200.0,160.0,5.0,80.0,20.0,300.0,265.0,145.0,310.0,135.0,364.0
RUELA,1978,215.0,190.0,160.0,25.0,10.0,5.0,400.0,50.0,90.0,310.0,230.0,385.0
SW,1978,270.0,200.0,130.0,20.0,70.0,25.0,220.0,80.0,75.0,350.0,230.0,354.0
WHITE,1978,225.0,155.0,215.0,0.0,40.0,10.0,320.0,205.0,380.0,355.0,260.0,434.0
130,1979,250.0,50.0,0.0,0.0,110.0,100.0,165.0,538.0,22.0,21.0,21.0,28.0
164,1979,270.0,45.0,39.0,6.0,50.0,66.0,110.0,325.0,0.0,0.0,0.0,16.0
205,1979,260.0,50.0,62.0,0.0,93.0,94.0,110.0,401.0,16.0,17.0,17.0,33.0
41,1979,180.0,35.0,123.0,0.0,115.0,122.0,76.0,534.0,72.0,28.0,28.0,44.0
45,1979,240.0,45.0,135.0,0.0,100.0,55.0,115.0,445.0,17.0,22.0,22.0,28.0
AMADO,1979,240.0,35.0,113.0,0.0,66.0,60.0,62.0,230.0,0.0,0.0,0.0,50.0
BOX,1979,305.0,40.0,30.0,0.0,122.0,98.0,160.0,407.0,28.0,22.0,22.0,0.0
DESGR,1979,270.0,40.0,139.0,6.0,82.0,66.0,132.0,588.0,33.0,17.0,17.0,22.0
DESRI,1979,260.0,40.0,97.0,0.0,55.0,44.0,60.0,210.0,0.0,0.0,0.0,11.0
DESST,1979,260.0,15.0,37.0,5.0,0.0,72.0,153.0,457.0,10.0,0.0,0.0,22.0
ERIOP,1979,260.0,55.0,0.0,0.0,93.0,82.0,120.0,337.0,16.0,17.0,17.0,22.0
FAGAN,1979,230.0,20.0,0.0,0.0,0.0,0.0,0.0,160.0,5.0,10.0,10.0,28.0
FLORI,1979,453.0,81.0,251.0,0.0,65.0,89.0,231.0,487.0,151.0,15.25,15.25,24.357142857142858
FORES,1979,360.0,50.0,126.0,0.0,33.0,0.0,138.0,320.0,0.0,39.0,39.0,28.0
GRARI,1979,195.0,30.0,39.0,0.0,120.0,105.0,148.0,369.0,5.0,0.0,0.0,44.0
HUERF,1979,290.0,60.0,80.0,0.0,105.0,60.0,28.0,208.0,0.0,22.0,22.0,0.0
IBP,1979,150.0,55.0,0.0,0.0,77.0,60.0,148.0,512.0,22.0,22.0,22.0,16.0
LIMST,1979,290.0,50.0,64.0,1.0,76.0,67.0,0.0,230.0,10.0,17.0,17.0,11.0
MCGIB,1979,420.0,82.0,70.41379310344827,3.4482758620689653,118.0,131.0,204.0,479.0,140.0,15.25,15.25,24.357142857142858
MUHLE,1979,290.0,10.0,105.0,5.0,94.0,82.0,105.0,397.0,0.0,10.0,10.0,0.0
NE,1979,260.0,50.0,4.0,17.0,88.0,77.0,60.0,259.0,10.0,5.0,5.0,28.0
NW,1979,220.0,225.0,0.0,0.0,38.0,28.0,100.0,418.0,0.0,0.0,0.0,6.0
PA11A,1979,290.0,35.0,86.0,0.0,88.0,55.0,93.0,534.0,50.0,39.0,39.0,38.0
